"","ID","Item","Rating","Order","Parenthesis","Modal_Label"
"685","3_L2","X31_lowonly_no_1",81,"Low","No","must_possibly"
"686","4_L2","X31_lowonly_no_1",49,"Low","No","must_possibly"
"687","5_L2","X31_lowonly_no_1",81,"Low","No","must_possibly"
"688","6_L2","X31_lowonly_no_1",80,"Low","No","must_possibly"
"689","7_L2","X31_lowonly_no_1",4,"Low","No","must_possibly"
"690","8_L2","X31_lowonly_no_1",50,"Low","No","must_possibly"
"691","9_L2","X31_lowonly_no_1",80,"Low","No","must_possibly"
"692","10_L2","X31_lowonly_no_1",58,"Low","No","must_possibly"
"693","11_L2","X31_lowonly_no_1",85,"Low","No","must_possibly"
"694","1_L2","X32_highonly_no_1",84,"High","No","must_possibly"
"695","2_L2","X32_highonly_no_1",88,"High","No","must_possibly"
"696","3_L2","X32_highonly_no_1",67,"High","No","must_possibly"
"697","4_L2","X32_highonly_no_1",96,"High","No","must_possibly"
"698","5_L2","X32_highonly_no_1",91,"High","No","must_possibly"
"699","6_L2","X32_highonly_no_1",80,"High","No","must_possibly"
"700","7_L2","X32_highonly_no_1",88,"High","No","must_possibly"
"701","8_L2","X32_highonly_no_1",75,"High","No","must_possibly"
"702","9_L2","X32_highonly_no_1",80,"High","No","must_possibly"
"703","10_L2","X32_highonly_no_1",94,"High","No","must_possibly"
"704","11_L2","X32_highonly_no_1",72,"High","No","must_possibly"
"705","1_L3","X1_highonly_no_1",34,"High","No","must_probably"
"706","2_L3","X1_highonly_no_1",85,"High","No","must_probably"
"707","3_L3","X1_highonly_no_1",100,"High","No","must_probably"
"708","4_L3","X1_highonly_no_1",73,"High","No","must_probably"
"709","5_L3","X1_highonly_no_1",91,"High","No","must_probably"
"710","6_L3","X1_highonly_no_1",80,"High","No","must_probably"
"711","7_L3","X1_highonly_no_1",46,"High","No","must_probably"
"712","8_L3","X1_highonly_no_1",91,"High","No","must_probably"
"713","9_L3","X1_highonly_no_1",77,"High","No","must_probably"
"714","10_L3","X1_highonly_no_1",74,"High","No","must_probably"
"715","11_L3","X1_highonly_no_1",82,"High","No","must_probably"
"716","1_L3","X2_lowhigh_no_1",89,"Low-High","No","must_probably"
"717","2_L3","X2_lowhigh_no_1",97,"Low-High","No","must_probably"
"718","3_L3","X2_lowhigh_no_1",100,"Low-High","No","must_probably"
"719","4_L3","X2_lowhigh_no_1",75,"Low-High","No","must_probably"
"720","5_L3","X2_lowhigh_no_1",71,"Low-High","No","must_probably"
"721","6_L3","X2_lowhigh_no_1",75,"Low-High","No","must_probably"
"722","7_L3","X2_lowhigh_no_1",55,"Low-High","No","must_probably"
"723","8_L3","X2_lowhigh_no_1",93,"Low-High","No","must_probably"
"724","9_L3","X2_lowhigh_no_1",92,"Low-High","No","must_probably"
"725","10_L3","X2_lowhigh_no_1",50,"Low-High","No","must_probably"
"726","11_L3","X2_lowhigh_no_1",76,"Low-High","No","must_probably"
"727","1_L3","X3_highlow_no_1",53,"High-Low","No","must_probably"
"728","2_L3","X3_highlow_no_1",84,"High-Low","No","must_probably"
"729","3_L3","X3_highlow_no_1",100,"High-Low","No","must_probably"
"730","4_L3","X3_highlow_no_1",50,"High-Low","No","must_probably"
"731","5_L3","X3_highlow_no_1",89,"High-Low","No","must_probably"
"732","6_L3","X3_highlow_no_1",60,"High-Low","No","must_probably"
"733","7_L3","X3_highlow_no_1",73,"High-Low","No","must_probably"
"734","8_L3","X3_highlow_no_1",81,"High-Low","No","must_probably"
"735","9_L3","X3_highlow_no_1",81,"High-Low","No","must_probably"
"736","10_L3","X3_highlow_no_1",61,"High-Low","No","must_probably"
"737","11_L3","X3_highlow_no_1",64,"High-Low","No","must_probably"
"738","1_L3","X4_lowonly_yes_1",60,"Low","Yes","must_probably"
"739","2_L3","X4_lowonly_yes_1",94,"Low","Yes","must_probably"
"740","3_L3","X4_lowonly_yes_1",100,"Low","Yes","must_probably"
"741","4_L3","X4_lowonly_yes_1",50,"Low","Yes","must_probably"
"742","5_L3","X4_lowonly_yes_1",75,"Low","Yes","must_probably"
"743","6_L3","X4_lowonly_yes_1",70,"Low","Yes","must_probably"
"744","7_L3","X4_lowonly_yes_1",72,"Low","Yes","must_probably"
"745","8_L3","X4_lowonly_yes_1",82,"Low","Yes","must_probably"
"746","9_L3","X4_lowonly_yes_1",60,"Low","Yes","must_probably"
"747","10_L3","X4_lowonly_yes_1",65,"Low","Yes","must_probably"
"748","11_L3","X4_lowonly_yes_1",61,"Low","Yes","must_probably"
"749","1_L3","X5_highonly_yes_1",59,"High","Yes","would_possibly"
"750","2_L3","X5_highonly_yes_1",93,"High","Yes","would_possibly"
"751","3_L3","X5_highonly_yes_1",100,"High","Yes","would_possibly"
"752","4_L3","X5_highonly_yes_1",87,"High","Yes","would_possibly"
"753","5_L3","X5_highonly_yes_1",75,"High","Yes","would_possibly"
"754","6_L3","X5_highonly_yes_1",100,"High","Yes","would_possibly"
"755","7_L3","X5_highonly_yes_1",91,"High","Yes","would_possibly"
"756","8_L3","X5_highonly_yes_1",86,"High","Yes","would_possibly"
"757","9_L3","X5_highonly_yes_1",87,"High","Yes","would_possibly"
"758","10_L3","X5_highonly_yes_1",50,"High","Yes","would_possibly"
"759","11_L3","X5_highonly_yes_1",95,"High","Yes","would_possibly"
"760","1_L3","X6_lowhigh_yes_1",82,"Low-High","Yes","would_possibly"
"761","2_L3","X6_lowhigh_yes_1",64,"Low-High","Yes","would_possibly"
"762","3_L3","X6_lowhigh_yes_1",100,"Low-High","Yes","would_possibly"
"763","4_L3","X6_lowhigh_yes_1",76,"Low-High","Yes","would_possibly"
"764","5_L3","X6_lowhigh_yes_1",90,"Low-High","Yes","would_possibly"
"765","6_L3","X6_lowhigh_yes_1",75,"Low-High","Yes","would_possibly"
"766","7_L3","X6_lowhigh_yes_1",58,"Low-High","Yes","would_possibly"
"767","8_L3","X6_lowhigh_yes_1",51,"Low-High","Yes","would_possibly"
"768","9_L3","X6_lowhigh_yes_1",96,"Low-High","Yes","would_possibly"
"769","10_L3","X6_lowhigh_yes_1",30,"Low-High","Yes","would_possibly"
"770","11_L3","X6_lowhigh_yes_1",49,"Low-High","Yes","would_possibly"
"771","1_L3","X7_highlow_yes_1",61,"High-Low","Yes","would_possibly"
"772","2_L3","X7_highlow_yes_1",24,"High-Low","Yes","would_possibly"
"773","3_L3","X7_highlow_yes_1",100,"High-Low","Yes","would_possibly"
"774","4_L3","X7_highlow_yes_1",67,"High-Low","Yes","would_possibly"
"775","5_L3","X7_highlow_yes_1",91,"High-Low","Yes","would_possibly"
"776","6_L3","X7_highlow_yes_1",60,"High-Low","Yes","would_possibly"
"777","7_L3","X7_highlow_yes_1",67,"High-Low","Yes","would_possibly"
"778","8_L3","X7_highlow_yes_1",50,"High-Low","Yes","would_possibly"
"779","9_L3","X7_highlow_yes_1",87,"High-Low","Yes","would_possibly"
"780","10_L3","X7_highlow_yes_1",46,"High-Low","Yes","would_possibly"
"781","11_L3","X7_highlow_yes_1",52,"High-Low","Yes","would_possibly"
"782","1_L3","X8_lowonly_no_1",79,"Low","No","would_possibly"
"783","2_L3","X8_lowonly_no_1",59,"Low","No","would_possibly"
"784","3_L3","X8_lowonly_no_1",100,"Low","No","would_possibly"
"785","4_L3","X8_lowonly_no_1",50,"Low","No","would_possibly"
"786","5_L3","X8_lowonly_no_1",51,"Low","No","would_possibly"
"787","6_L3","X8_lowonly_no_1",60,"Low","No","would_possibly"
"788","7_L3","X8_lowonly_no_1",52,"Low","No","would_possibly"
"789","8_L3","X8_lowonly_no_1",55,"Low","No","would_possibly"
"790","9_L3","X8_lowonly_no_1",60,"Low","No","would_possibly"
"791","10_L3","X8_lowonly_no_1",30,"Low","No","would_possibly"
"792","11_L3","X8_lowonly_no_1",35,"Low","No","would_possibly"
"793","1_L3","X9_highonly_no_1",75,"High","No","might_probably"
"794","2_L3","X9_highonly_no_1",71,"High","No","might_probably"
"795","3_L3","X9_highonly_no_1",95,"High","No","might_probably"
"796","4_L3","X9_highonly_no_1",80,"High","No","might_probably"
"797","5_L3","X9_highonly_no_1",93,"High","No","might_probably"
"798","6_L3","X9_highonly_no_1",98,"High","No","might_probably"
"799","7_L3","X9_highonly_no_1",75,"High","No","might_probably"
"800","8_L3","X9_highonly_no_1",90,"High","No","might_probably"
"801","9_L3","X9_highonly_no_1",62,"High","No","might_probably"
"802","10_L3","X9_highonly_no_1",73,"High","No","might_probably"
"803","11_L3","X9_highonly_no_1",75,"High","No","might_probably"
"804","1_L3","X10_lowhigh_no_1",100,"Low-High","No","might_probably"
"805","2_L3","X10_lowhigh_no_1",74,"Low-High","No","might_probably"
"806","3_L3","X10_lowhigh_no_1",96,"Low-High","No","might_probably"
"807","4_L3","X10_lowhigh_no_1",50,"Low-High","No","might_probably"
"808","5_L3","X10_lowhigh_no_1",50,"Low-High","No","might_probably"
"809","6_L3","X10_lowhigh_no_1",75,"Low-High","No","might_probably"
"810","7_L3","X10_lowhigh_no_1",81,"Low-High","No","might_probably"
"811","8_L3","X10_lowhigh_no_1",71,"Low-High","No","might_probably"
"812","9_L3","X10_lowhigh_no_1",80,"Low-High","No","might_probably"
"813","10_L3","X10_lowhigh_no_1",70,"Low-High","No","might_probably"
"814","11_L3","X10_lowhigh_no_1",51,"Low-High","No","might_probably"
"815","1_L3","X11_highlow_no_1",38,"High-Low","No","might_probably"
"816","2_L3","X11_highlow_no_1",47,"High-Low","No","might_probably"
"817","3_L3","X11_highlow_no_1",87,"High-Low","No","might_probably"
"818","4_L3","X11_highlow_no_1",75,"High-Low","No","might_probably"
"819","5_L3","X11_highlow_no_1",71,"High-Low","No","might_probably"
"820","6_L3","X11_highlow_no_1",60,"High-Low","No","might_probably"
"821","7_L3","X11_highlow_no_1",52,"High-Low","No","might_probably"
"822","8_L3","X11_highlow_no_1",62,"High-Low","No","might_probably"
"823","9_L3","X11_highlow_no_1",67,"High-Low","No","might_probably"
"824","10_L3","X11_highlow_no_1",45,"High-Low","No","might_probably"
"825","11_L3","X11_highlow_no_1",56,"High-Low","No","might_probably"
"826","1_L3","X12_lowonly_yes_1",55,"Low","Yes","might_probably"
"827","2_L3","X12_lowonly_yes_1",50,"Low","Yes","might_probably"
"828","3_L3","X12_lowonly_yes_1",100,"Low","Yes","might_probably"
"829","4_L3","X12_lowonly_yes_1",87,"Low","Yes","might_probably"
"830","5_L3","X12_lowonly_yes_1",69,"Low","Yes","might_probably"
"831","6_L3","X12_lowonly_yes_1",60,"Low","Yes","might_probably"
"832","7_L3","X12_lowonly_yes_1",75,"Low","Yes","might_probably"
"833","8_L3","X12_lowonly_yes_1",91,"Low","Yes","might_probably"
"834","9_L3","X12_lowonly_yes_1",61,"Low","Yes","might_probably"
"835","10_L3","X12_lowonly_yes_1",37,"Low","Yes","might_probably"
"836","11_L3","X12_lowonly_yes_1",44,"Low","Yes","might_probably"
"837","1_L3","X13_highonly_yes_1",76,"High","Yes","may_certainly"
"838","2_L3","X13_highonly_yes_1",92,"High","Yes","may_certainly"
"839","3_L3","X13_highonly_yes_1",100,"High","Yes","may_certainly"
"840","4_L3","X13_highonly_yes_1",100,"High","Yes","may_certainly"
"841","5_L3","X13_highonly_yes_1",93,"High","Yes","may_certainly"
"842","6_L3","X13_highonly_yes_1",95,"High","Yes","may_certainly"
"843","7_L3","X13_highonly_yes_1",92,"High","Yes","may_certainly"
"844","8_L3","X13_highonly_yes_1",94,"High","Yes","may_certainly"
"845","9_L3","X13_highonly_yes_1",84,"High","Yes","may_certainly"
"846","10_L3","X13_highonly_yes_1",86,"High","Yes","may_certainly"
"847","11_L3","X13_highonly_yes_1",92,"High","Yes","may_certainly"
"848","1_L3","X14_lowhigh_yes_1",89,"Low-High","Yes","may_certainly"
"849","2_L3","X14_lowhigh_yes_1",83,"Low-High","Yes","may_certainly"
"850","3_L3","X14_lowhigh_yes_1",96,"Low-High","Yes","may_certainly"
"851","4_L3","X14_lowhigh_yes_1",86,"Low-High","Yes","may_certainly"
"852","5_L3","X14_lowhigh_yes_1",74,"Low-High","Yes","may_certainly"
"853","6_L3","X14_lowhigh_yes_1",95,"Low-High","Yes","may_certainly"
"854","7_L3","X14_lowhigh_yes_1",55,"Low-High","Yes","may_certainly"
"855","8_L3","X14_lowhigh_yes_1",62,"Low-High","Yes","may_certainly"
"856","9_L3","X14_lowhigh_yes_1",90,"Low-High","Yes","may_certainly"
"857","10_L3","X14_lowhigh_yes_1",66,"Low-High","Yes","may_certainly"
"858","11_L3","X14_lowhigh_yes_1",52,"Low-High","Yes","may_certainly"
"859","1_L3","X15_highlow_yes_1",50,"High-Low","Yes","may_certainly"
"860","2_L3","X15_highlow_yes_1",65,"High-Low","Yes","may_certainly"
"861","3_L3","X15_highlow_yes_1",100,"High-Low","Yes","may_certainly"
"862","4_L3","X15_highlow_yes_1",50,"High-Low","Yes","may_certainly"
"863","5_L3","X15_highlow_yes_1",80,"High-Low","Yes","may_certainly"
"864","6_L3","X15_highlow_yes_1",68,"High-Low","Yes","may_certainly"
"865","7_L3","X15_highlow_yes_1",60,"High-Low","Yes","may_certainly"
"866","8_L3","X15_highlow_yes_1",64,"High-Low","Yes","may_certainly"
"867","9_L3","X15_highlow_yes_1",71,"High-Low","Yes","may_certainly"
"868","10_L3","X15_highlow_yes_1",49,"High-Low","Yes","may_certainly"
"869","11_L3","X15_highlow_yes_1",66,"High-Low","Yes","may_certainly"
"870","1_L3","X16_lowonly_no_1",73,"Low","No","may_certainly"
"871","2_L3","X16_lowonly_no_1",71,"Low","No","may_certainly"
"872","3_L3","X16_lowonly_no_1",96,"Low","No","may_certainly"
"873","4_L3","X16_lowonly_no_1",50,"Low","No","may_certainly"
"874","5_L3","X16_lowonly_no_1",80,"Low","No","may_certainly"
"875","6_L3","X16_lowonly_no_1",75,"Low","No","may_certainly"
"876","7_L3","X16_lowonly_no_1",54,"Low","No","may_certainly"
"877","8_L3","X16_lowonly_no_1",50,"Low","No","may_certainly"
"878","9_L3","X16_lowonly_no_1",76,"Low","No","may_certainly"
"879","10_L3","X16_lowonly_no_1",30,"Low","No","may_certainly"
"880","11_L3","X16_lowonly_no_1",57,"Low","No","may_certainly"
"881","1_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"882","2_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"883","3_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"884","4_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"885","5_L3","X17_highonly_no_1",91,"High","No","may_definitely"
"886","6_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"887","7_L3","X17_highonly_no_1",93,"High","No","may_definitely"
"888","8_L3","X17_highonly_no_1",95,"High","No","may_definitely"
"889","9_L3","X17_highonly_no_1",69,"High","No","may_definitely"
"890","10_L3","X17_highonly_no_1",87,"High","No","may_definitely"
"891","11_L3","X17_highonly_no_1",100,"High","No","may_definitely"
"892","1_L3","X18_lowhigh_no_1",100,"Low-High","No","may_definitely"
"893","2_L3","X18_lowhigh_no_1",77,"Low-High","No","may_definitely"
"894","3_L3","X18_lowhigh_no_1",100,"Low-High","No","may_definitely"
"895","4_L3","X18_lowhigh_no_1",75,"Low-High","No","may_definitely"
"896","5_L3","X18_lowhigh_no_1",81,"Low-High","No","may_definitely"
"897","6_L3","X18_lowhigh_no_1",100,"Low-High","No","may_definitely"
"898","7_L3","X18_lowhigh_no_1",57,"Low-High","No","may_definitely"
"899","8_L3","X18_lowhigh_no_1",95,"Low-High","No","may_definitely"
"900","9_L3","X18_lowhigh_no_1",80,"Low-High","No","may_definitely"
"901","10_L3","X18_lowhigh_no_1",50,"Low-High","No","may_definitely"
"902","11_L3","X18_lowhigh_no_1",74,"Low-High","No","may_definitely"
"903","1_L3","X19_highlow_no_1",85,"High-Low","No","may_definitely"
"904","2_L3","X19_highlow_no_1",87,"High-Low","No","may_definitely"
"905","3_L3","X19_highlow_no_1",100,"High-Low","No","may_definitely"
"906","4_L3","X19_highlow_no_1",80,"High-Low","No","may_definitely"
"907","5_L3","X19_highlow_no_1",96,"High-Low","No","may_definitely"
"908","6_L3","X19_highlow_no_1",95,"High-Low","No","may_definitely"
"909","7_L3","X19_highlow_no_1",42,"High-Low","No","may_definitely"
"910","8_L3","X19_highlow_no_1",72,"High-Low","No","may_definitely"
"911","9_L3","X19_highlow_no_1",50,"High-Low","No","may_definitely"
"912","10_L3","X19_highlow_no_1",88,"High-Low","No","may_definitely"
"913","11_L3","X19_highlow_no_1",99,"High-Low","No","may_definitely"
"914","1_L3","X20_lowonly_yes_1",54,"Low","Yes","may_definitely"
"915","2_L3","X20_lowonly_yes_1",50,"Low","Yes","may_definitely"
"916","3_L3","X20_lowonly_yes_1",100,"Low","Yes","may_definitely"
"917","4_L3","X20_lowonly_yes_1",75,"Low","Yes","may_definitely"
"918","5_L3","X20_lowonly_yes_1",85,"Low","Yes","may_definitely"
"919","6_L3","X20_lowonly_yes_1",90,"Low","Yes","may_definitely"
"920","7_L3","X20_lowonly_yes_1",44,"Low","Yes","may_definitely"
"921","8_L3","X20_lowonly_yes_1",70,"Low","Yes","may_definitely"
"922","9_L3","X20_lowonly_yes_1",85,"Low","Yes","may_definitely"
"923","10_L3","X20_lowonly_yes_1",75,"Low","Yes","may_definitely"
"924","11_L3","X20_lowonly_yes_1",73,"Low","Yes","may_definitely"
"925","1_L3","X21_highonly_yes_1",100,"High","Yes","might_definitely"
"926","2_L3","X21_highonly_yes_1",95,"High","Yes","might_definitely"
"927","3_L3","X21_highonly_yes_1",100,"High","Yes","might_definitely"
"928","4_L3","X21_highonly_yes_1",100,"High","Yes","might_definitely"
"929","5_L3","X21_highonly_yes_1",88,"High","Yes","might_definitely"
"930","6_L3","X21_highonly_yes_1",100,"High","Yes","might_definitely"
"931","7_L3","X21_highonly_yes_1",81,"High","Yes","might_definitely"
"932","8_L3","X21_highonly_yes_1",93,"High","Yes","might_definitely"
"933","9_L3","X21_highonly_yes_1",95,"High","Yes","might_definitely"
"934","10_L3","X21_highonly_yes_1",91,"High","Yes","might_definitely"
"935","11_L3","X21_highonly_yes_1",100,"High","Yes","might_definitely"
"936","1_L3","X22_lowhigh_yes_1",52,"Low-High","Yes","might_definitely"
"937","2_L3","X22_lowhigh_yes_1",83,"Low-High","Yes","might_definitely"
"938","3_L3","X22_lowhigh_yes_1",100,"Low-High","Yes","might_definitely"
"939","4_L3","X22_lowhigh_yes_1",100,"Low-High","Yes","might_definitely"
"940","5_L3","X22_lowhigh_yes_1",84,"Low-High","Yes","might_definitely"
"941","6_L3","X22_lowhigh_yes_1",100,"Low-High","Yes","might_definitely"
"942","7_L3","X22_lowhigh_yes_1",87,"Low-High","Yes","might_definitely"
"943","8_L3","X22_lowhigh_yes_1",89,"Low-High","Yes","might_definitely"
"944","9_L3","X22_lowhigh_yes_1",77,"Low-High","Yes","might_definitely"
"945","10_L3","X22_lowhigh_yes_1",86,"Low-High","Yes","might_definitely"
"946","11_L3","X22_lowhigh_yes_1",84,"Low-High","Yes","might_definitely"
"947","1_L3","X23_highlow_yes_1",49,"High-Low","Yes","might_definitely"
"948","2_L3","X23_highlow_yes_1",78,"High-Low","Yes","might_definitely"
"949","3_L3","X23_highlow_yes_1",100,"High-Low","Yes","might_definitely"
"950","4_L3","X23_highlow_yes_1",78,"High-Low","Yes","might_definitely"
"951","5_L3","X23_highlow_yes_1",71,"High-Low","Yes","might_definitely"
"952","6_L3","X23_highlow_yes_1",80,"High-Low","Yes","might_definitely"
"953","7_L3","X23_highlow_yes_1",50,"High-Low","Yes","might_definitely"
"954","8_L3","X23_highlow_yes_1",88,"High-Low","Yes","might_definitely"
"955","9_L3","X23_highlow_yes_1",87,"High-Low","Yes","might_definitely"
"956","10_L3","X23_highlow_yes_1",50,"High-Low","Yes","might_definitely"
"957","11_L3","X23_highlow_yes_1",85,"High-Low","Yes","might_definitely"
"958","1_L3","X24_lowonly_no_1",67,"Low","No","might_definitely"
"959","2_L3","X24_lowonly_no_1",70,"Low","No","might_definitely"
"960","3_L3","X24_lowonly_no_1",100,"Low","No","might_definitely"
"961","4_L3","X24_lowonly_no_1",84,"Low","No","might_definitely"
"962","5_L3","X24_lowonly_no_1",91,"Low","No","might_definitely"
"963","6_L3","X24_lowonly_no_1",80,"Low","No","might_definitely"
"964","7_L3","X24_lowonly_no_1",67,"Low","No","might_definitely"
"965","8_L3","X24_lowonly_no_1",56,"Low","No","might_definitely"
"966","9_L3","X24_lowonly_no_1",85,"Low","No","might_definitely"
"967","10_L3","X24_lowonly_no_1",50,"Low","No","might_definitely"
"968","11_L3","X24_lowonly_no_1",59,"Low","No","might_definitely"
"969","1_L3","X25_highonly_no_1",68,"High","No","might_certainly"
"970","2_L3","X25_highonly_no_1",98,"High","No","might_certainly"
"971","3_L3","X25_highonly_no_1",7,"High","No","might_certainly"
"972","4_L3","X25_highonly_no_1",93,"High","No","might_certainly"
"973","5_L3","X25_highonly_no_1",64,"High","No","might_certainly"
"974","6_L3","X25_highonly_no_1",95,"High","No","might_certainly"
"975","7_L3","X25_highonly_no_1",56,"High","No","might_certainly"
"976","8_L3","X25_highonly_no_1",92,"High","No","might_certainly"
"977","9_L3","X25_highonly_no_1",71,"High","No","might_certainly"
"978","10_L3","X25_highonly_no_1",77,"High","No","might_certainly"
"979","11_L3","X25_highonly_no_1",92,"High","No","might_certainly"
"980","1_L3","X26_lowhigh_no_1",100,"Low-High","No","might_certainly"
"981","2_L3","X26_lowhigh_no_1",97,"Low-High","No","might_certainly"
"982","3_L3","X26_lowhigh_no_1",100,"Low-High","No","might_certainly"
"983","4_L3","X26_lowhigh_no_1",58,"Low-High","No","might_certainly"
"984","5_L3","X26_lowhigh_no_1",91,"Low-High","No","might_certainly"
"985","6_L3","X26_lowhigh_no_1",91,"Low-High","No","might_certainly"
"986","7_L3","X26_lowhigh_no_1",76,"Low-High","No","might_certainly"
"987","8_L3","X26_lowhigh_no_1",84,"Low-High","No","might_certainly"
"988","9_L3","X26_lowhigh_no_1",89,"Low-High","No","might_certainly"
"989","10_L3","X26_lowhigh_no_1",40,"Low-High","No","might_certainly"
"990","11_L3","X26_lowhigh_no_1",77,"Low-High","No","might_certainly"
"991","1_L3","X27_highlow_no_1",100,"High-Low","No","might_certainly"
"992","2_L3","X27_highlow_no_1",81,"High-Low","No","might_certainly"
"993","3_L3","X27_highlow_no_1",100,"High-Low","No","might_certainly"
"994","4_L3","X27_highlow_no_1",85,"High-Low","No","might_certainly"
"995","5_L3","X27_highlow_no_1",95,"High-Low","No","might_certainly"
"996","6_L3","X27_highlow_no_1",70,"High-Low","No","might_certainly"
"997","7_L3","X27_highlow_no_1",63,"High-Low","No","might_certainly"
"998","8_L3","X27_highlow_no_1",82,"High-Low","No","might_certainly"
"999","9_L3","X27_highlow_no_1",82,"High-Low","No","might_certainly"
"1000","10_L3","X27_highlow_no_1",40,"High-Low","No","might_certainly"
"1001","11_L3","X27_highlow_no_1",91,"High-Low","No","might_certainly"
"1002","1_L3","X28_lowonly_yes_1",80,"Low","Yes","might_certainly"
"1003","2_L3","X28_lowonly_yes_1",50,"Low","Yes","might_certainly"
"1004","3_L3","X28_lowonly_yes_1",100,"Low","Yes","might_certainly"
"1005","4_L3","X28_lowonly_yes_1",91,"Low","Yes","might_certainly"
"1006","5_L3","X28_lowonly_yes_1",90,"Low","Yes","might_certainly"
"1007","6_L3","X28_lowonly_yes_1",60,"Low","Yes","might_certainly"
"1008","7_L3","X28_lowonly_yes_1",95,"Low","Yes","might_certainly"
"1009","8_L3","X28_lowonly_yes_1",70,"Low","Yes","might_certainly"
"1010","9_L3","X28_lowonly_yes_1",94,"Low","Yes","might_certainly"
"1011","10_L3","X28_lowonly_yes_1",71,"Low","Yes","might_certainly"
"1012","11_L3","X28_lowonly_yes_1",78,"Low","Yes","might_certainly"
"1013","1_L3","X29_highonly_yes_1",33,"High","Yes","must_possibly"
"1014","2_L3","X29_highonly_yes_1",84,"High","Yes","must_possibly"
"1015","3_L3","X29_highonly_yes_1",100,"High","Yes","must_possibly"
"1016","4_L3","X29_highonly_yes_1",50,"High","Yes","must_possibly"
"1017","5_L3","X29_highonly_yes_1",82,"High","Yes","must_possibly"
"1018","6_L3","X29_highonly_yes_1",75,"High","Yes","must_possibly"
"1019","7_L3","X29_highonly_yes_1",48,"High","Yes","must_possibly"
"1020","8_L3","X29_highonly_yes_1",92,"High","Yes","must_possibly"
"1021","9_L3","X29_highonly_yes_1",59,"High","Yes","must_possibly"
"1022","10_L3","X29_highonly_yes_1",25,"High","Yes","must_possibly"
"1023","11_L3","X29_highonly_yes_1",69,"High","Yes","must_possibly"
"1024","1_L3","X30_lowhigh_yes_1",58,"Low-High","Yes","must_possibly"
"1025","2_L3","X30_lowhigh_yes_1",72,"Low-High","Yes","must_possibly"
"1026","3_L3","X30_lowhigh_yes_1",100,"Low-High","Yes","must_possibly"
"1027","4_L3","X30_lowhigh_yes_1",50,"Low-High","Yes","must_possibly"
"1028","5_L3","X30_lowhigh_yes_1",79,"Low-High","Yes","must_possibly"
"1029","6_L3","X30_lowhigh_yes_1",100,"Low-High","Yes","must_possibly"
"1030","7_L3","X30_lowhigh_yes_1",75,"Low-High","Yes","must_possibly"
"1031","8_L3","X30_lowhigh_yes_1",75,"Low-High","Yes","must_possibly"
"1032","9_L3","X30_lowhigh_yes_1",85,"Low-High","Yes","must_possibly"
"1033","10_L3","X30_lowhigh_yes_1",40,"Low-High","Yes","must_possibly"
"1034","11_L3","X30_lowhigh_yes_1",90,"Low-High","Yes","must_possibly"
"1035","1_L3","X31_highlow_yes_1",100,"High-Low","Yes","must_possibly"
"1036","2_L3","X31_highlow_yes_1",10,"High-Low","Yes","must_possibly"
"1037","3_L3","X31_highlow_yes_1",100,"High-Low","Yes","must_possibly"
"1038","4_L3","X31_highlow_yes_1",100,"High-Low","Yes","must_possibly"
"1039","5_L3","X31_highlow_yes_1",89,"High-Low","Yes","must_possibly"
"1040","6_L3","X31_highlow_yes_1",100,"High-Low","Yes","must_possibly"
"1041","7_L3","X31_highlow_yes_1",100,"High-Low","Yes","must_possibly"
"1042","8_L3","X31_highlow_yes_1",56,"High-Low","Yes","must_possibly"
"1043","9_L3","X31_highlow_yes_1",99,"High-Low","Yes","must_possibly"
"1044","10_L3","X31_highlow_yes_1",85,"High-Low","Yes","must_possibly"
"1045","11_L3","X31_highlow_yes_1",96,"High-Low","Yes","must_possibly"
"1046","1_L3","X32_lowonly_no_1",95,"Low","No","must_possibly"
"1047","2_L3","X32_lowonly_no_1",50,"Low","No","must_possibly"
"1048","3_L3","X32_lowonly_no_1",95,"Low","No","must_possibly"
"1049","4_L3","X32_lowonly_no_1",81,"Low","No","must_possibly"
"1050","5_L3","X32_lowonly_no_1",87,"Low","No","must_possibly"
"1051","6_L3","X32_lowonly_no_1",50,"Low","No","must_possibly"
"1052","7_L3","X32_lowonly_no_1",51,"Low","No","must_possibly"
"1053","8_L3","X32_lowonly_no_1",56,"Low","No","must_possibly"
"1054","9_L3","X32_lowonly_no_1",59,"Low","No","must_possibly"
"1055","10_L3","X32_lowonly_no_1",45,"Low","No","must_possibly"
"1056","11_L3","X32_lowonly_no_1",88,"Low","No","must_possibly"
"1057","1_L4","X1_lowonly_no_1",71,"Low","No","must_probably"
"1058","2_L4","X1_lowonly_no_1",75,"Low","No","must_probably"
"1059","3_L4","X1_lowonly_no_1",51,"Low","No","must_probably"
"1060","4_L4","X1_lowonly_no_1",50,"Low","No","must_probably"
"1061","5_L4","X1_lowonly_no_1",70,"Low","No","must_probably"
"1062","6_L4","X1_lowonly_no_1",71,"Low","No","must_probably"
"1063","7_L4","X1_lowonly_no_1",56,"Low","No","must_probably"
"1064","8_L4","X1_lowonly_no_1",84,"Low","No","must_probably"
