id,random,item,condition,choice,mean_accuracy
82517,4,23,lowhigh,0,1
82517,4,26,highlow,0,1
82517,4,27,lowhigh,0,1
82517,4,30,highlow,0,1
82517,4,31,lowhigh,0,1
82517,4,34,highlow,1,1
82517,4,35,lowhigh,0,1
82517,4,38,highlow,0,1
82517,4,39,lowhigh,1,1
82517,4,42,highlow,0,1
82517,4,43,lowhigh,1,1
82517,4,46,highlow,0,1
82517,4,47,lowhigh,1,1
93024,4,2,highlow,1,0.96
93024,4,3,lowhigh,1,0.96
93024,4,6,highlow,0,0.96
93024,4,7,lowhigh,0,0.96
93024,4,10,highlow,0,0.96
93024,4,11,lowhigh,0,0.96
93024,4,14,highlow,1,0.96
93024,4,15,lowhigh,1,0.96
93024,4,18,highlow,0,0.96
93024,4,19,lowhigh,1,0.96
93024,4,22,highlow,0,0.96
93024,4,23,lowhigh,1,0.96
93024,4,26,highlow,1,0.96
93024,4,27,lowhigh,1,0.96
93024,4,30,highlow,1,0.96
93024,4,31,lowhigh,0,0.96
93024,4,34,highlow,1,0.96
93024,4,35,lowhigh,1,0.96
93024,4,38,highlow,0,0.96
93024,4,39,lowhigh,0,0.96
93024,4,42,highlow,1,0.96
93024,4,43,lowhigh,0,0.96
93024,4,46,highlow,1,0.96
93024,4,47,lowhigh,1,0.96
68346,3,3,highlow,1,1
68346,3,4,lowhigh,1,1
68346,3,7,highlow,0,1
68346,3,8,lowhigh,1,1
68346,3,11,highlow,0,1
68346,3,12,lowhigh,1,1
68346,3,15,highlow,0,1
68346,3,16,lowhigh,1,1
68346,3,19,highlow,0,1
68346,3,20,lowhigh,1,1
68346,3,23,highlow,1,1
68346,3,24,lowhigh,1,1
68346,3,27,highlow,1,1
68346,3,28,lowhigh,0,1
68346,3,31,highlow,0,1
68346,3,32,lowhigh,1,1
68346,3,35,highlow,0,1
68346,3,36,lowhigh,1,1
68346,3,39,highlow,0,1
68346,3,40,lowhigh,1,1
68346,3,43,highlow,1,1
68346,3,44,lowhigh,1,1
68346,3,47,highlow,0,1
68346,3,48,lowhigh,0,1
80415,1,1,highlow,1,1
80415,1,2,lowhigh,1,1
80415,1,5,highlow,0,1
80415,1,6,lowhigh,1,1
80415,1,9,highlow,0,1
80415,1,10,lowhigh,1,1
80415,1,13,highlow,1,1
80415,1,14,lowhigh,0,1
80415,1,17,highlow,0,1
80415,1,18,lowhigh,0,1
80415,1,21,highlow,0,1
80415,1,22,lowhigh,0,1
80415,1,25,highlow,0,1
80415,1,26,lowhigh,0,1
80415,1,29,highlow,1,1
80415,1,30,lowhigh,1,1
80415,1,33,highlow,1,1
80415,1,34,lowhigh,0,1
80415,1,37,highlow,1,1
80415,1,38,lowhigh,1,1
80415,1,41,highlow,0,1
80415,1,42,lowhigh,1,1
80415,1,45,highlow,1,1
80415,1,46,lowhigh,1,1
92322,2,1,lowhigh,1,0.92
92322,2,4,highlow,0,0.92
92322,2,5,lowhigh,1,0.92
92322,2,8,highlow,1,0.92
92322,2,9,lowhigh,0,0.92
92322,2,12,highlow,1,0.92
92322,2,13,lowhigh,1,0.92
92322,2,16,highlow,0,0.92
92322,2,17,lowhigh,1,0.92
92322,2,20,highlow,0,0.92
92322,2,21,lowhigh,1,0.92
92322,2,24,highlow,0,0.92
92322,2,25,lowhigh,0,0.92
92322,2,28,highlow,0,0.92
92322,2,29,lowhigh,1,0.92
92322,2,32,highlow,1,0.92
92322,2,33,lowhigh,1,0.92
92322,2,36,highlow,1,0.92
92322,2,37,lowhigh,1,0.92
92322,2,40,highlow,1,0.92
92322,2,41,lowhigh,1,0.92
92322,2,44,highlow,1,0.92
92322,2,45,lowhigh,1,0.92
92322,2,48,highlow,1,0.92
92201,4,2,highlow,1,0.96
92201,4,3,lowhigh,1,0.96
92201,4,6,highlow,0,0.96
92201,4,7,lowhigh,0,0.96
92201,4,10,highlow,1,0.96
92201,4,11,lowhigh,0,0.96
92201,4,14,highlow,1,0.96
92201,4,15,lowhigh,0,0.96
92201,4,18,highlow,0,0.96
92201,4,19,lowhigh,0,0.96
92201,4,22,highlow,1,0.96
92201,4,23,lowhigh,0,0.96
92201,4,26,highlow,1,0.96
92201,4,27,lowhigh,1,0.96
92201,4,30,highlow,1,0.96
92201,4,31,lowhigh,0,0.96
92201,4,34,highlow,0,0.96
92201,4,35,lowhigh,0,0.96
92201,4,38,highlow,0,0.96
92201,4,39,lowhigh,1,0.96
92201,4,42,highlow,1,0.96
92201,4,43,lowhigh,1,0.96
92201,4,46,highlow,1,0.96
92201,4,47,lowhigh,0,0.96
93076,3,3,highlow,0,1
93076,3,4,lowhigh,0,1
93076,3,7,highlow,0,1
93076,3,8,lowhigh,1,1
93076,3,11,highlow,1,1
93076,3,12,lowhigh,1,1
93076,3,15,highlow,0,1
93076,3,16,lowhigh,1,1
93076,3,19,highlow,0,1
93076,3,20,lowhigh,0,1
93076,3,23,highlow,0,1
93076,3,24,lowhigh,1,1
93076,3,27,highlow,0,1
93076,3,28,lowhigh,1,1
93076,3,31,highlow,0,1
93076,3,32,lowhigh,1,1
93076,3,35,highlow,0,1
93076,3,36,lowhigh,0,1
93076,3,39,highlow,1,1
93076,3,40,lowhigh,0,1
93076,3,43,highlow,0,1
93076,3,44,lowhigh,0,1
93076,3,47,highlow,0,1
93076,3,48,lowhigh,1,1
78191,4,2,highlow,1,1
78191,4,3,lowhigh,1,1
78191,4,6,highlow,1,1
78191,4,7,lowhigh,1,1
78191,4,10,highlow,1,1
78191,4,11,lowhigh,1,1
78191,4,14,highlow,1,1
78191,4,15,lowhigh,1,1
78191,4,18,highlow,1,1
78191,4,19,lowhigh,0,1
78191,4,22,highlow,1,1
78191,4,23,lowhigh,1,1
78191,4,26,highlow,0,1
78191,4,27,lowhigh,1,1
78191,4,30,highlow,1,1
78191,4,31,lowhigh,1,1
78191,4,34,highlow,0,1
78191,4,35,lowhigh,1,1
78191,4,38,highlow,1,1
78191,4,39,lowhigh,0,1
78191,4,42,highlow,1,1
78191,4,43,lowhigh,1,1
78191,4,46,highlow,1,1
78191,4,47,lowhigh,0,1
93666,1,1,highlow,1,0.96
93666,1,2,lowhigh,0,0.96
93666,1,5,highlow,0,0.96
93666,1,6,lowhigh,0,0.96
93666,1,9,highlow,1,0.96
93666,1,10,lowhigh,1,0.96
93666,1,13,highlow,1,0.96
93666,1,14,lowhigh,1,0.96
93666,1,17,highlow,0,0.96
93666,1,18,lowhigh,0,0.96
93666,1,21,highlow,1,0.96
93666,1,22,lowhigh,0,0.96
93666,1,25,highlow,0,0.96
93666,1,26,lowhigh,0,0.96
93666,1,29,highlow,1,0.96
93666,1,30,lowhigh,1,0.96
93666,1,33,highlow,1,0.96
93666,1,34,lowhigh,1,0.96
93666,1,37,highlow,1,0.96
93666,1,38,lowhigh,0,0.96
93666,1,41,highlow,1,0.96
93666,1,42,lowhigh,1,0.96
93666,1,45,highlow,1,0.96
93666,1,46,lowhigh,1,0.96
79498,2,1,lowhigh,0,1
79498,2,4,highlow,1,1
79498,2,5,lowhigh,0,1
79498,2,8,highlow,0,1
79498,2,9,lowhigh,1,1
79498,2,12,highlow,1,1
79498,2,13,lowhigh,1,1
79498,2,16,highlow,1,1
79498,2,17,lowhigh,0,1
79498,2,20,highlow,0,1
79498,2,21,lowhigh,1,1
79498,2,24,highlow,1,1
79498,2,25,lowhigh,1,1
79498,2,28,highlow,1,1
79498,2,29,lowhigh,1,1
79498,2,32,highlow,0,1
79498,2,33,lowhigh,0,1
79498,2,36,highlow,0,1
79498,2,37,lowhigh,0,1
79498,2,40,highlow,1,1
79498,2,41,lowhigh,0,1
79498,2,44,highlow,1,1
79498,2,45,lowhigh,1,1
79498,2,48,highlow,1,1
92983,1,1,highlow,1,0.96
92983,1,2,lowhigh,0,0.96
92983,1,5,highlow,1,0.96
92983,1,6,lowhigh,0,0.96
92983,1,9,highlow,1,0.96
92983,1,10,lowhigh,0,0.96
92983,1,13,highlow,1,0.96
92983,1,14,lowhigh,1,0.96
92983,1,17,highlow,1,0.96
92983,1,18,lowhigh,0,0.96
92983,1,21,highlow,1,0.96
92983,1,22,lowhigh,0,0.96
92983,1,25,highlow,1,0.96
92983,1,26,lowhigh,0,0.96
92983,1,29,highlow,1,0.96
92983,1,30,lowhigh,0,0.96
92983,1,33,highlow,1,0.96
92983,1,34,lowhigh,1,0.96
92983,1,37,highlow,1,0.96
92983,1,38,lowhigh,0,0.96
92983,1,41,highlow,0,0.96
92983,1,42,lowhigh,0,0.96
92983,1,45,highlow,1,0.96
92983,1,46,lowhigh,1,0.96
87948,3,3,highlow,1,1
87948,3,4,lowhigh,0,1
87948,3,7,highlow,0,1
87948,3,8,lowhigh,1,1
87948,3,11,highlow,0,1
87948,3,12,lowhigh,0,1
87948,3,15,highlow,1,1
87948,3,16,lowhigh,0,1
87948,3,19,highlow,0,1
87948,3,20,lowhigh,1,1
87948,3,23,highlow,1,1
87948,3,24,lowhigh,0,1
87948,3,27,highlow,1,1
87948,3,28,lowhigh,0,1
87948,3,31,highlow,0,1
87948,3,32,lowhigh,0,1
87948,3,35,highlow,1,1
87948,3,36,lowhigh,0,1
87948,3,39,highlow,0,1
87948,3,40,lowhigh,1,1
87948,3,43,highlow,1,1
87948,3,44,lowhigh,1,1
87948,3,47,highlow,0,1
87948,3,48,lowhigh,0,1
87547,4,2,highlow,0,1
87547,4,3,lowhigh,0,1
87547,4,6,highlow,1,1
87547,4,7,lowhigh,0,1
87547,4,10,highlow,1,1
87547,4,11,lowhigh,1,1
87547,4,14,highlow,0,1
87547,4,15,lowhigh,1,1
87547,4,18,highlow,0,1
87547,4,19,lowhigh,0,1
87547,4,22,highlow,0,1
87547,4,23,lowhigh,0,1
87547,4,26,highlow,0,1
87547,4,27,lowhigh,1,1
87547,4,30,highlow,1,1
87547,4,31,lowhigh,1,1
87547,4,34,highlow,1,1
87547,4,35,lowhigh,0,1
87547,4,38,highlow,0,1
87547,4,39,lowhigh,0,1
87547,4,42,highlow,1,1
87547,4,43,lowhigh,0,1
87547,4,46,highlow,1,1
87547,4,47,lowhigh,1,1
88603,2,1,lowhigh,1,0.96
88603,2,4,highlow,0,0.96
88603,2,5,lowhigh,1,0.96
88603,2,8,highlow,0,0.96
88603,2,9,lowhigh,1,0.96
88603,2,12,highlow,0,0.96
88603,2,13,lowhigh,1,0.96
88603,2,16,highlow,0,0.96
88603,2,17,lowhigh,0,0.96
88603,2,20,highlow,0,0.96
88603,2,21,lowhigh,0,0.96
88603,2,24,highlow,1,0.96
88603,2,25,lowhigh,1,0.96
88603,2,28,highlow,1,0.96
88603,2,29,lowhigh,1,0.96
88603,2,32,highlow,1,0.96
88603,2,33,lowhigh,0,0.96
88603,2,36,highlow,0,0.96
88603,2,37,lowhigh,0,0.96
88603,2,40,highlow,0,0.96
88603,2,41,lowhigh,0,0.96
88603,2,44,highlow,0,0.96
88603,2,45,lowhigh,1,0.96
88603,2,48,highlow,0,0.96
88664,3,3,highlow,0,1
88664,3,4,lowhigh,0,1
88664,3,7,highlow,0,1
88664,3,8,lowhigh,1,1
88664,3,11,highlow,1,1
88664,3,12,lowhigh,1,1
88664,3,15,highlow,1,1
88664,3,16,lowhigh,0,1
88664,3,19,highlow,1,1
88664,3,20,lowhigh,0,1
88664,3,23,highlow,0,1
88664,3,24,lowhigh,0,1
88664,3,27,highlow,0,1
88664,3,28,lowhigh,1,1
88664,3,31,highlow,0,1
88664,3,32,lowhigh,1,1
88664,3,35,highlow,0,1
88664,3,36,lowhigh,1,1
88664,3,39,highlow,1,1
88664,3,40,lowhigh,0,1
88664,3,43,highlow,1,1
88664,3,44,lowhigh,0,1
88664,3,47,highlow,1,1
88664,3,48,lowhigh,0,1
92040,4,2,highlow,1,0.96
92040,4,3,lowhigh,1,0.96
92040,4,6,highlow,1,0.96
92040,4,7,lowhigh,1,0.96
92040,4,10,highlow,1,0.96
92040,4,11,lowhigh,1,0.96
92040,4,14,highlow,1,0.96
92040,4,15,lowhigh,0,0.96
92040,4,18,highlow,1,0.96
92040,4,19,lowhigh,1,0.96
92040,4,22,highlow,1,0.96
92040,4,23,lowhigh,1,0.96
92040,4,26,highlow,1,0.96
92040,4,27,lowhigh,1,0.96
92040,4,30,highlow,1,0.96
92040,4,31,lowhigh,1,0.96
92040,4,34,highlow,1,0.96
92040,4,35,lowhigh,1,0.96
92040,4,38,highlow,1,0.96
92040,4,39,lowhigh,1,0.96
92040,4,42,highlow,0,0.96
92040,4,43,lowhigh,1,0.96
92040,4,46,highlow,1,0.96
92040,4,47,lowhigh,1,0.96
93439,2,1,lowhigh,0,0.92
93439,2,4,highlow,0,0.92
93439,2,5,lowhigh,0,0.92
93439,2,8,highlow,1,0.92
93439,2,9,lowhigh,0,0.92
93439,2,12,highlow,0,0.92
93439,2,13,lowhigh,1,0.92
93439,2,16,highlow,0,0.92
93439,2,17,lowhigh,1,0.92
93439,2,20,highlow,1,0.92
93439,2,21,lowhigh,0,0.92
93439,2,24,highlow,1,0.92
93439,2,25,lowhigh,0,0.92
93439,2,28,highlow,0,0.92
93439,2,29,lowhigh,1,0.92
93439,2,32,highlow,1,0.92
93439,2,33,lowhigh,1,0.92
93439,2,36,highlow,0,0.92
93439,2,37,lowhigh,0,0.92
93439,2,40,highlow,0,0.92
93439,2,41,lowhigh,0,0.92
93439,2,44,highlow,1,0.92
93439,2,45,lowhigh,0,0.92
93439,2,48,highlow,1,0.92
86196,3,3,highlow,1,1
86196,3,4,lowhigh,0,1
86196,3,7,highlow,0,1
86196,3,8,lowhigh,0,1
86196,3,11,highlow,0,1
86196,3,12,lowhigh,1,1
86196,3,15,highlow,1,1
86196,3,16,lowhigh,1,1
86196,3,19,highlow,1,1
86196,3,20,lowhigh,1,1
86196,3,23,highlow,0,1
86196,3,24,lowhigh,1,1
86196,3,27,highlow,0,1
86196,3,28,lowhigh,0,1
86196,3,31,highlow,0,1
86196,3,32,lowhigh,1,1
86196,3,35,highlow,0,1
86196,3,36,lowhigh,1,1
86196,3,39,highlow,1,1
86196,3,40,lowhigh,1,1
86196,3,43,highlow,0,1
86196,3,44,lowhigh,0,1
86196,3,47,highlow,1,1
86196,3,48,lowhigh,0,1
71089,1,1,highlow,0,0.96
71089,1,2,lowhigh,1,0.96
71089,1,5,highlow,1,0.96
71089,1,6,lowhigh,0,0.96
71089,1,9,highlow,0,0.96
71089,1,10,lowhigh,0,0.96
71089,1,13,highlow,1,0.96
71089,1,14,lowhigh,0,0.96
71089,1,17,highlow,0,0.96
71089,1,18,lowhigh,1,0.96
71089,1,21,highlow,1,0.96
71089,1,22,lowhigh,1,0.96
71089,1,25,highlow,0,0.96
71089,1,26,lowhigh,1,0.96
71089,1,29,highlow,0,0.96
71089,1,30,lowhigh,0,0.96
71089,1,33,highlow,0,0.96
71089,1,34,lowhigh,0,0.96
71089,1,37,highlow,1,0.96
71089,1,38,lowhigh,0,0.96
71089,1,41,highlow,0,0.96
71089,1,42,lowhigh,1,0.96
71089,1,45,highlow,1,0.96
71089,1,46,lowhigh,1,0.96
91941,1,1,highlow,1,1
91941,1,2,lowhigh,1,1
91941,1,5,highlow,1,1
91941,1,6,lowhigh,0,1
91941,1,9,highlow,0,1
91941,1,10,lowhigh,1,1
91941,1,13,highlow,1,1
91941,1,14,lowhigh,1,1
91941,1,17,highlow,1,1
91941,1,18,lowhigh,0,1
91941,1,21,highlow,1,1
91941,1,22,lowhigh,0,1
91941,1,25,highlow,1,1
91941,1,26,lowhigh,0,1
91941,1,29,highlow,0,1
91941,1,30,lowhigh,0,1
91941,1,33,highlow,1,1
91941,1,34,lowhigh,1,1
91941,1,37,highlow,1,1
91941,1,38,lowhigh,1,1
91941,1,41,highlow,1,1
91941,1,42,lowhigh,0,1
91941,1,45,highlow,1,1
91941,1,46,lowhigh,0,1
92644,1,1,highlow,1,1
92644,1,2,lowhigh,1,1
92644,1,5,highlow,1,1
92644,1,6,lowhigh,1,1
92644,1,9,highlow,1,1
92644,1,10,lowhigh,0,1
92644,1,13,highlow,1,1
92644,1,14,lowhigh,0,1
92644,1,17,highlow,1,1
92644,1,18,lowhigh,0,1
92644,1,21,highlow,1,1
92644,1,22,lowhigh,0,1
92644,1,25,highlow,1,1
92644,1,26,lowhigh,0,1
92644,1,29,highlow,1,1
92644,1,30,lowhigh,0,1
92644,1,33,highlow,1,1
92644,1,34,lowhigh,1,1
92644,1,37,highlow,1,1
92644,1,38,lowhigh,0,1
92644,1,41,highlow,1,1
92644,1,42,lowhigh,0,1
92644,1,45,highlow,1,1
92644,1,46,lowhigh,0,1
92611,3,3,highlow,0,1
92611,3,4,lowhigh,1,1
92611,3,7,highlow,0,1
92611,3,8,lowhigh,0,1
92611,3,11,highlow,0,1
92611,3,12,lowhigh,1,1
92611,3,15,highlow,0,1
92611,3,16,lowhigh,0,1
92611,3,19,highlow,0,1
92611,3,20,lowhigh,0,1
92611,3,23,highlow,1,1
92611,3,24,lowhigh,1,1
92611,3,27,highlow,0,1
92611,3,28,lowhigh,0,1
92611,3,31,highlow,0,1
92611,3,32,lowhigh,0,1
92611,3,35,highlow,0,1
92611,3,36,lowhigh,0,1
92611,3,39,highlow,0,1
92611,3,40,lowhigh,0,1
92611,3,43,highlow,0,1
92611,3,44,lowhigh,0,1
92611,3,47,highlow,1,1
92611,3,48,lowhigh,1,1
92077,4,2,highlow,1,1
92077,4,3,lowhigh,0,1
92077,4,6,highlow,1,1
92077,4,7,lowhigh,0,1
92077,4,10,highlow,1,1
92077,4,11,lowhigh,0,1
92077,4,14,highlow,1,1
92077,4,15,lowhigh,0,1
92077,4,18,highlow,1,1
92077,4,19,lowhigh,0,1
92077,4,22,highlow,0,1
92077,4,23,lowhigh,0,1
92077,4,26,highlow,1,1
92077,4,27,lowhigh,0,1
92077,4,30,highlow,1,1
92077,4,31,lowhigh,0,1
92077,4,34,highlow,0,1
92077,4,35,lowhigh,0,1
92077,4,38,highlow,1,1
92077,4,39,lowhigh,0,1
92077,4,42,highlow,1,1
92077,4,43,lowhigh,0,1
92077,4,46,highlow,1,1
92077,4,47,lowhigh,0,1
93536,2,1,lowhigh,1,1
93536,2,4,highlow,1,1
93536,2,5,lowhigh,1,1
93536,2,8,highlow,1,1
93536,2,9,lowhigh,1,1
93536,2,12,highlow,1,1
93536,2,13,lowhigh,1,1
93536,2,16,highlow,1,1
93536,2,17,lowhigh,1,1
93536,2,20,highlow,1,1
93536,2,21,lowhigh,1,1
93536,2,24,highlow,1,1
93536,2,25,lowhigh,1,1
93536,2,28,highlow,1,1
93536,2,29,lowhigh,1,1
93536,2,32,highlow,1,1
93536,2,33,lowhigh,1,1
93536,2,36,highlow,1,1
93536,2,37,lowhigh,1,1
93536,2,40,highlow,1,1
93536,2,41,lowhigh,1,1
93536,2,44,highlow,1,1
93536,2,45,lowhigh,1,1
93536,2,48,highlow,1,1
92034,4,2,highlow,0,0.92
92034,4,3,lowhigh,1,0.92
92034,4,6,highlow,0,0.92
92034,4,7,lowhigh,1,0.92
92034,4,10,highlow,0,0.92
92034,4,11,lowhigh,0,0.92
92034,4,14,highlow,1,0.92
92034,4,15,lowhigh,1,0.92
92034,4,18,highlow,1,0.92
92034,4,19,lowhigh,0,0.92
92034,4,22,highlow,1,0.92
92034,4,23,lowhigh,1,0.92
92034,4,26,highlow,1,0.92
92034,4,27,lowhigh,1,0.92
92034,4,30,highlow,0,0.92
92034,4,31,lowhigh,0,0.92
92034,4,34,highlow,0,0.92
92034,4,35,lowhigh,0,0.92
92034,4,38,highlow,0,0.92
92034,4,39,lowhigh,0,0.92
92034,4,42,highlow,0,0.92
92034,4,43,lowhigh,1,0.92
92034,4,46,highlow,1,0.92
92034,4,47,lowhigh,0,0.92
92531,3,3,highlow,0,0.96
92531,3,4,lowhigh,1,0.96
92531,3,7,highlow,1,0.96
92531,3,8,lowhigh,0,0.96
92531,3,11,highlow,1,0.96
92531,3,12,lowhigh,1,0.96
92531,3,15,highlow,1,0.96
92531,3,16,lowhigh,1,0.96
92531,3,19,highlow,1,0.96
92531,3,20,lowhigh,1,0.96
92531,3,23,highlow,1,0.96
92531,3,24,lowhigh,1,0.96
92531,3,27,highlow,1,0.96
92531,3,28,lowhigh,1,0.96
92531,3,31,highlow,1,0.96
92531,3,32,lowhigh,1,0.96
92531,3,35,highlow,0,0.96
92531,3,36,lowhigh,1,0.96
92531,3,39,highlow,0,0.96
92531,3,40,lowhigh,1,0.96
92531,3,43,highlow,0,0.96
92531,3,44,lowhigh,1,0.96
92531,3,47,highlow,1,0.96
92531,3,48,lowhigh,0,0.96
93775,2,1,lowhigh,1,1
93775,2,4,highlow,1,1
93775,2,5,lowhigh,1,1
93775,2,8,highlow,0,1
93775,2,9,lowhigh,0,1
93775,2,12,highlow,1,1
93775,2,13,lowhigh,1,1
93775,2,16,highlow,1,1
93775,2,17,lowhigh,0,1
93775,2,20,highlow,1,1
93775,2,21,lowhigh,0,1
93775,2,24,highlow,0,1
93775,2,25,lowhigh,0,1
93775,2,28,highlow,1,1
93775,2,29,lowhigh,0,1
93775,2,32,highlow,0,1
93775,2,33,lowhigh,1,1
93775,2,36,highlow,0,1
93775,2,37,lowhigh,0,1
93775,2,40,highlow,1,1
93775,2,41,lowhigh,0,1
93775,2,44,highlow,1,1
93775,2,45,lowhigh,1,1
93775,2,48,highlow,1,1
92018,1,1,highlow,0,1
92018,1,2,lowhigh,0,1
92018,1,5,highlow,1,1
92018,1,6,lowhigh,1,1
92018,1,9,highlow,0,1
92018,1,10,lowhigh,0,1
92018,1,13,highlow,0,1
92018,1,14,lowhigh,0,1
92018,1,17,highlow,1,1
92018,1,18,lowhigh,0,1
92018,1,21,highlow,1,1
92018,1,22,lowhigh,0,1
92018,1,25,highlow,1,1
92018,1,26,lowhigh,0,1
92018,1,29,highlow,1,1
92018,1,30,lowhigh,0,1
92018,1,33,highlow,0,1
92018,1,34,lowhigh,0,1
92018,1,37,highlow,0,1
92018,1,38,lowhigh,1,1
92018,1,41,highlow,0,1
92018,1,42,lowhigh,1,1
92018,1,45,highlow,1,1
92018,1,46,lowhigh,1,1
87460,3,3,highlow,1,1
87460,3,4,lowhigh,1,1
87460,3,7,highlow,1,1
87460,3,8,lowhigh,1,1
87460,3,11,highlow,1,1
87460,3,12,lowhigh,0,1
87460,3,15,highlow,1,1
87460,3,16,lowhigh,1,1
87460,3,19,highlow,1,1
87460,3,20,lowhigh,1,1
87460,3,23,highlow,1,1
87460,3,24,lowhigh,1,1
87460,3,27,highlow,0,1
87460,3,28,lowhigh,1,1
87460,3,31,highlow,0,1
87460,3,32,lowhigh,1,1
87460,3,35,highlow,1,1
87460,3,36,lowhigh,1,1
87460,3,39,highlow,1,1
87460,3,40,lowhigh,1,1
87460,3,43,highlow,1,1
87460,3,44,lowhigh,1,1
87460,3,47,highlow,1,1
87460,3,48,lowhigh,1,1
92202,1,1,highlow,1,1
92202,1,2,lowhigh,0,1
92202,1,5,highlow,1,1
92202,1,6,lowhigh,0,1
92202,1,9,highlow,1,1
92202,1,10,lowhigh,0,1
92202,1,13,highlow,1,1
92202,1,14,lowhigh,0,1
92202,1,17,highlow,1,1
92202,1,18,lowhigh,0,1
92202,1,21,highlow,1,1
92202,1,22,lowhigh,0,1
92202,1,25,highlow,1,1
92202,1,26,lowhigh,0,1
92202,1,29,highlow,1,1
92202,1,30,lowhigh,0,1
92202,1,33,highlow,1,1
92202,1,34,lowhigh,0,1
92202,1,37,highlow,1,1
92202,1,38,lowhigh,0,1
92202,1,41,highlow,1,1
92202,1,42,lowhigh,0,1
92202,1,45,highlow,1,1
92202,1,46,lowhigh,0,1
80414,4,2,highlow,1,1
80414,4,3,lowhigh,1,1
80414,4,6,highlow,1,1
80414,4,7,lowhigh,1,1
80414,4,10,highlow,1,1
80414,4,11,lowhigh,1,1
80414,4,14,highlow,0,1
80414,4,15,lowhigh,1,1
80414,4,18,highlow,1,1
80414,4,19,lowhigh,0,1
80414,4,22,highlow,1,1
80414,4,23,lowhigh,0,1
80414,4,26,highlow,1,1
80414,4,27,lowhigh,1,1
80414,4,30,highlow,0,1
80414,4,31,lowhigh,0,1
80414,4,34,highlow,1,1
80414,4,35,lowhigh,0,1
80414,4,38,highlow,1,1
80414,4,39,lowhigh,0,1
80414,4,42,highlow,1,1
80414,4,43,lowhigh,1,1
80414,4,46,highlow,1,1
80414,4,47,lowhigh,1,1
94820,1,1,highlow,0,0.96
94820,1,2,lowhigh,1,0.96
94820,1,5,highlow,1,0.96
94820,1,6,lowhigh,1,0.96
94820,1,9,highlow,1,0.96
94820,1,10,lowhigh,0,0.96
94820,1,13,highlow,1,0.96
94820,1,14,lowhigh,1,0.96
94820,1,17,highlow,1,0.96
94820,1,18,lowhigh,1,0.96
94820,1,21,highlow,1,0.96
94820,1,22,lowhigh,1,0.96
94820,1,25,highlow,1,0.96
94820,1,26,lowhigh,1,0.96
94820,1,29,highlow,1,0.96
94820,1,30,lowhigh,0,0.96
94820,1,33,highlow,0,0.96
94820,1,34,lowhigh,0,0.96
94820,1,37,highlow,0,0.96
94820,1,38,lowhigh,0,0.96
94820,1,41,highlow,1,0.96
94820,1,42,lowhigh,1,0.96
94820,1,45,highlow,1,0.96
94820,1,46,lowhigh,1,0.96
92424,2,1,lowhigh,1,1
92424,2,4,highlow,0,1
92424,2,5,lowhigh,1,1
92424,2,8,highlow,1,1
92424,2,9,lowhigh,0,1
92424,2,12,highlow,1,1
92424,2,13,lowhigh,0,1
92424,2,16,highlow,1,1
92424,2,17,lowhigh,1,1
92424,2,20,highlow,1,1
92424,2,21,lowhigh,0,1
92424,2,24,highlow,1,1
92424,2,25,lowhigh,1,1
92424,2,28,highlow,1,1
92424,2,29,lowhigh,1,1
92424,2,32,highlow,1,1
92424,2,33,lowhigh,1,1
92424,2,36,highlow,1,1
92424,2,37,lowhigh,1,1
92424,2,40,highlow,1,1
92424,2,41,lowhigh,1,1
92424,2,44,highlow,0,1
92424,2,45,lowhigh,1,1
92424,2,48,highlow,1,1
84607,4,2,highlow,1,0.96
84607,4,3,lowhigh,0,0.96
84607,4,6,highlow,1,0.96
84607,4,7,lowhigh,1,0.96
84607,4,10,highlow,1,0.96
84607,4,11,lowhigh,1,0.96
84607,4,14,highlow,0,0.96
84607,4,15,lowhigh,1,0.96
84607,4,18,highlow,0,0.96
84607,4,19,lowhigh,1,0.96
84607,4,22,highlow,1,0.96
84607,4,23,lowhigh,1,0.96
84607,4,26,highlow,1,0.96
84607,4,27,lowhigh,1,0.96
84607,4,30,highlow,1,0.96
84607,4,31,lowhigh,1,0.96
84607,4,34,highlow,1,0.96
84607,4,35,lowhigh,1,0.96
84607,4,38,highlow,1,0.96
84607,4,39,lowhigh,1,0.96
84607,4,42,highlow,1,0.96
84607,4,43,lowhigh,1,0.96
84607,4,46,highlow,0,0.96
84607,4,47,lowhigh,1,0.96
92125,3,3,highlow,1,0.92
92125,3,4,lowhigh,1,0.92
92125,3,7,highlow,1,0.92
92125,3,8,lowhigh,1,0.92
92125,3,11,highlow,0,0.92
92125,3,12,lowhigh,1,0.92
92125,3,15,highlow,1,0.92
92125,3,16,lowhigh,0,0.92
92125,3,19,highlow,0,0.92
92125,3,20,lowhigh,1,0.92
92125,3,23,highlow,1,0.92
92125,3,24,lowhigh,1,0.92
92125,3,27,highlow,0,0.92
92125,3,28,lowhigh,1,0.92
92125,3,31,highlow,1,0.92
92125,3,32,lowhigh,1,0.92
92125,3,35,highlow,0,0.92
92125,3,36,lowhigh,1,0.92
92125,3,39,highlow,1,0.92
92125,3,40,lowhigh,1,0.92
92125,3,43,highlow,1,0.92
92125,3,44,lowhigh,1,0.92
92125,3,47,highlow,1,0.92
92125,3,48,lowhigh,1,0.92
91092,1,1,highlow,0,0.96
91092,1,2,lowhigh,1,0.96
